Tipo;Ano;Qualis;Autor Principal;Título do Artigo;Periódico/Evento;Aut.Total;Aut.Prof;Aut.Dout;Aut.Mestr;Aut.Grad;Autores - Nomes;PPGC
Conferência;2015;-;Pedro de Botelho Marcos;iTracking - Framework for tracking using RFID technology;IEEE RFID Brasil;6;0;0;0;0;"Thiago Manuel Fortunato da Costa; Lucas Barbosa Parzianello; Everton Luis de Grandi; Pedro de Botelho Marcos; Silvia Silva da Costa Botelho; Nelson Lopes Duarte Filho";Sim
Conferência;2015;B4;Pedro de Botelho Marcos;ITRACKING - UM FRAMEWORK PARA RASTREAMENTO ATRAVÉS DE RFID;Simpósio Brasileiro de Automação Inteligente;6;0;0;0;0;"Everton Luis de Grandi; Pedro de Botelho Marcos; Lucas Barbosa Parzianello; Thiago Manuel Fortunato da Costa; Silvia Silva da Costa Botelho; Nelson Lopes Duarte Filho";Sim
Conferência;2015;-;Ricardo Augusto da Luz Reis;Jezz: An Effective Legalization Algorithm for Minimum Displacement;Symposium on Integrated Circuits and System Design;4;1;0;0;0;"Julia Puget; Flach, Guilherme; Marcelo de Oliveira Johann; Ricardo Augusto da Luz Reis";Sim
Conferência;2015;B4;Ricardo Augusto da Luz Reis;Jezz: An Incremental Legalizer;Workshop Iberchip;7;1;0;0;0;"Guilherme Flach; Julia Puget; J Monteiro; Mateus Fogaça; JOHANN, M.; Paulo Butzen; Ricardo Augusto da Luz Reis";Sim
Conferência;2015;A2;Philippe Olivier Alexandre Navaux;Locality and Balance for Communication-Aware Thread Mapping in Multicore Systems;European Conference on Parallel Computing;6;1;0;0;0;"DIENER, MATTHIAS; CRUZ, EDUARDO H. M.; ALVES, MARCO A.Z.; Mohammad S. Alhakeem; Philippe Olivier Alexandre Navaux; Hans Ulrich Heiss";Sim
Conferência;2015;B1;Philippe Olivier Alexandre Navaux;Locality vs. Balance: Exploring Data Mapping Policies on NUMA Systems;Euromicro International Conference on Parallel Distributed and network-based Processing;3;1;0;0;0;"DIENER, MATTHIAS; CRUZ, EDUARDO H.M.; Philippe Olivier Alexandre Navaux";Sim
Conferência;2015;B5;Ricardo Augusto da Luz Reis;Low Latency FPGA Implementation of Izhikevich-Neuron Model;International Embedded Systems Symposium;4;1;0;0;0;"Vitor Bandeira; Viviane Costa; BONTORIN, GUILHERME; Ricardo Augusto da Luz Reis";Sim
Conferência;2015;A1;Cláudio Rosito Jung;Low-Cost License Plate Detection Using a Calibrated Camera;IEEE International Conference on Image Processing;2;1;0;0;0;"Henrique Weber; Cláudio Rosito Jung";Sim
Conferência;2015;-;Lisandro Zambenedetti Granville;Machine-assisted Cyber Threat Analysis using Conceptual Knowledge Discovery;Workshop What can FCA do for Artificial Intelligence (FCA4AI 2015);13;1;0;0;0;"Martín Barrère; Gustavo Betarte; Victor Codocedo; Marcelo Rodríguez; Hernán Astudillo; Marcelo Aliquintuy; Javier Baliosian; Rémi Badonnel; Olivier Festor; DOS SANTOS, CARLOS RANIERY P.; NOBRE, JEFERSON CAMPOS; Lisandro Zambenedetti Granville; Amedeo Napoli";Sim
Periódico;2015;A2;Lisandro Zambenedetti Granville;Managing Mobile Cloud Computing Considering Objective and Subjective Perspectives;Computer Networks (1999);6;2;1;0;0;"MAROTTA, MARCELO ANTONIO; FAGANELLO, LEONARDO ROVEDA; SCHIMUNECK, MATIAS ARTUR KLAFKE; Lisandro Zambenedetti Granville; Juergen Rochol; Cristiano Bonato Both";Sim
Periódico;2015;A2;Juergen Rochol;Managing Mobile Cloud Computing Considering Objective and Subjective Perspectives;Computer Networks (1999);6;2;1;0;0;"MAROTTA, MARCELO ANTONIO; FAGANELLO, LEONARDO ROVEDA; SCHIMUNECK, MATIAS ARTUR KLAFKE; Granville, Lisandro Zambenedetti; Juergen Rochol; Both, Cristiano Bonato";Sim
Periódico;2015;-;Rosa Maria Vicari;Mapeo de Metadatos de Objetos de Aprendizaje con Estilos de Aprendizaje como Estrategia para mejorar la Usabilidad de Repositorios de Recursos Educativos;VAEP-RITA;3;1;0;0;0;"Néstor Darío Duque Méndez; Valentina Tabares Morales; Rosa Maria Vicari";Sim
Conferência;2015;B2;Renato Perez Ribas;Mapping Circuits with Simple Cells from Xor-And-Inverter Graphs;International Workshop on Logic and Synthesis;5;3;0;0;0;"Jody Maick Matos; Marcos H. Backes; Marcus Ritt; Renato Perez Ribas; Andre Inacio Reis";Sim
Conferência;2015;B2;Andre Inacio Reis;Mapping Circuits with Simple Cells from Xor-And-Inverter Graphs;International Workshop on Logic and Synthesis;5;3;1;0;0;"Jody Maick Araujo de Matos; Marcos Henrique Backes; RITT, MARCUS; RIBAS, RENATO; Andre Inacio Reis";Sim
Conferência;2015;-;Márcio Dorn;Memetic algorithm for Docking's problem with a rigid protein and a flexible ligand;Escola Gaúcha de Bioinformática;3;1;0;0;0;"Felipe Gonzalez; INOSTROZA-PONTA, MARIO; Márcio Dorn";Sim
Conferência;2015;B1;Manuel Menezes de Oliveira Neto;Meta-Relief Texture Mapping with Dynamic Texture-Space Ambient Occlusion;Conference on Graphics, Patterns and Images;3;1;1;0;0;"Frederico Artur Limberger; Victor Chitolina Schetinger; Manuel Menezes de Oliveira Neto";Sim
Conferência;2015;-;Mariana Recamonde Mendoza;MicroRNAs circulantes em pacientes com insuficiência cardíaca obesos e não-obesos;35ª Semana Científica do Hospital de Clínicas de Porto Alegre;10;0;0;0;0;"Fernando Pereira Schwengber; BIOLO, ANDRÉIA; Juliana Gil Thomé; LA PORTA, VANESSA LAUBERT; Carolina Cohen; Gabriela Correa Souza; Daiane Silvello; Mariana Recamonde Mendoza; Nadine Clausell; Luis Eduardo Paim Rohde";Sim
Conferência;2015;-;Lucinéia Heloisa Thom;Modelagem dos Processos de Neg ócio do Instituto de Inform ática da Universidade Federal do Rio Grande do Sul;Escola de Desenvolvimento de Servidores da Universidade Federal do Rio Grande do Sul (EDUFRGS);3;3;0;0;0;"Lucinéia Heloisa Thom; Luis da Cunha Lamb; Carla Maria Dal Sasso Freitas";Sim
Conferência;2015;-;Dante Augusto Couto Barone;Modelagem Matemática e TICs: Possibilidades Para Uma Abordagem Interdisciplinar De Conceitos Através da Tecnologia Informática;IX Congresso Latino-americano Interdisciplinar Orientado ao Adolescente (CLIOA), 2015;3;1;0;0;0;"Rodrigo Sychocki da Silva; Dante Augusto Couto Barone; M Basso";Sim
Conferência;2015;B5;Ricardo Augusto da Luz Reis;Modeling the Impact of Heavy Ion on FDSOI NanoCMOS;IEEE Latin American Symposium on Circuits and Systems - LASCAS;3;1;0;0;0;"BARTRA, WALTER CALIENES; Ricardo Augusto da Luz Reis; Andrei Vladimirescu";Sim
Periódico;2015;A2;Fernanda Gusmão de Lima Kastensmidt;Exploring the use of approximate TMR to mask transient faults in logic with low area overhead;Microelectronics and Reliability;4;2;0;0;0;"GOMES, IURI A.C.; MARTINS, MAYLER G.A.; REIS, ANDRÉ I.; Fernanda Gusmão de Lima Kastensmidt";Não
Periódico;2015;A2;Ricardo Augusto da Luz Reis;Impact of dynamic voltage scaling and thermal factors on SRAM reliability;Microelectronics and Reliability;6;2;0;0;0;"ROSA, F.R.; BRUM, R.M.; Gilson Wirth; Kastensmidt, F.; Luciano OST; Ricardo Augusto da Luz Reis";Não
Periódico;2015;B1;Fernanda Gusmão de Lima Kastensmidt;S-SETA: Selective Software-Only Error-Detection Technique Using Assertions;IEEE Transactions on Nuclear Science;7;2;0;0;0;"Chielle, Eduardo; Gennaro Rodrigues; Fernanda Gusmão de Lima Kastensmidt; Sergio Cuenca-Asensi; TAMBARA, L.; Paolo Rech; Heather Quinn";Não
Periódico;2015;A2;Ricardo Augusto da Luz Reis;Impact of dynamic voltage scaling and thermal factors on SRAM reliability;Microelectronics and Reliability;6;2;0;0;0;"ROSA, F.R.; BRUM, R.M.; Gilson Wirth; Fernanda Gusmão de Lima Kastensmidt; Luciano Ost; Ricardo Augusto da Luz Reis";Não
Conferência;2015;-;Sergio Bampi;MOS-only M-2M DAC for ultra-low voltage applications;"2015 IEEE 6th Latin American Symposium on Circuits &amp; Systems (LASCAS 2015)";3;1;0;0;0;"SPEROTTO, ISRAEL; KLIMACH, HAMILTON; Sergio Bampi";Sim
Periódico;2015;B2;Fernanda Gusmão de Lima Kastensmidt;Application-Based Analysis of Register File Criticality for Reliability Assessment in Embedded Microprocessors;Journal of Electronic Testing;5;1;0;0;0;"RESTREPO-CALLE, FELIPE; CUENCA-ASENSI, SERGIO; MARTÍNEZ-ÁLVAREZ, ANTONIO; Chielle, Eduardo; Fernanda Gusmão de Lima Kastensmidt";Não
Periódico;2015;A2;Fernanda Gusmão de Lima Kastensmidt;Exploring design diversity redundancy to improve resilience in mixed-signal systems;Microelectronics and Reliability;6;1;0;0;0;"CHENET, CRISTIANO P.; TAMBARA, LUCAS A.; DE BORGES, GABRIEL M.; Fernanda Gusmão de Lima Kastensmidt; LUBASZEWSKI, MARCELO S.; Balen, Tiago R.";Não
Periódico;2015;A2;Cláudio Rosito Jung;Multimodal On-line Speaker Diarization using Sensor Fusion through SVM;IEEE Transactions on Multimedia;3;1;0;0;0;"Vicente Peruffo Minotto; Cláudio Rosito Jung; Bowon Lee";Sim
Conferência;2015;B1;Ana Lucia Cetertich Bazzan;Multi-objective Evolutionary Traffic Assignment;Conference on Intelligent Transportation Systems;3;1;0;0;0;"CHIRA, CAMELIA; Ana Lucia Cetertich Bazzan; ROSSETTI, ROSALDO J. F.";Sim
Conferência;2015;-;Rosa Maria Vicari;Multi-plataform Interface to an ITS of Proposicional Logic Teaching;Highlights of Practical Applications of Agents, Multi-Agent Systems, and Sustainability - The PAAMS Collection;5;1;0;0;0;"Fabiane Flores Penteado Galafassi; Alan Velasques Santos; Rafael Koch Perez; João Carlos Gluz; Rosa Maria Vicari";Sim
Conferência;2015;-;Ricardo Augusto da Luz Reis;Multiple Fault Injection Platform for SRAM-Based FPGA Based on Ground-Level Radiation Experiments;IEEE Latin American Test Symposium;5;2;0;0;0;"J. Tarrilo; Tonfat, Jorge; TAMBARA, LUCAS A.; Kastensmidt, Fernanda L.; Ricardo Augusto da Luz Reis";Sim
Conferência;2015;-;Sergio Bampi;Nanoscale FinFET global parameter extraction for the BSIM-CMG model;"2015 IEEE 6th Latin American Symposium on Circuits &amp; Systems (LASCAS 2015)";3;1;0;0;0;"LEONHARDT, ALESSANDRA; Luiz Fernando Ferreira; Sergio Bampi";Sim
Periódico;2015;-;Luís da Cunha Lamb;Neural-Symbolic Learning and Reasoning;Dagstuhl Reports;4;1;0;0;0;"d'Avila Garcez, Artur S.; Marco Gori; Pascal Hitzler; Luís da Cunha Lamb";Sim
Conferência;2015;-;Luís da Cunha Lamb;Neural-Symbolic Learning and Reasoning: Contributions and Challenges;AAAI Spring Symbosium on Knowledge Representation and Reasoning;10;1;0;0;0;"d'Avila Garcez, Artur S.; Tarek Besold; Luc de Raedt; Peter Foeldiak; Pascal Hitzler; Thomas Icard; Kai-Uwe Kühnberger; Luís da Cunha Lamb; Risto Miikkulainen; Daniel L. SIlver";Sim
Periódico;2015;B1;Sergio Bampi;High linearity 24 dB gain wideband inductorless balun low-noise amplifier for IEEE 802.22 band;Analog Integrated Circuits and Signal Processing;3;1;0;0;0;"COSTA, ARTHUR LIRANETO TORRES; KLIMACH, HAMILTON; Sergio Bampi";Não
Periódico;2015;A2;Fernanda Gusmão de Lima Kastensmidt;Impact of dynamic voltage scaling and thermal factors on SRAM reliability;Microelectronics and Reliability;6;2;0;0;0;"ROSA, F.R.; BRUM, R.M.; Gilson Wirth; Fernanda Gusmão de Lima Kastensmidt; Luciano Ost; Reis, R.";Não
Conferência;2015;B1;Joao Luiz Dihl Comba;News Patterns: how press interacts with social networks;International Conferences in Central Europe on Computer Graphics, Visualization and Computer Vision;3;2;0;0;0;"Guilherme Boettcher; Carla M D S Freitas; João L. D. Comba";Sim
Conferência;2015;A1;Érika Fernandes Cota;NFRs Early Estimation Through Software Metrics;Design, Automation and Test in Europe Conference and Exhibition;4;2;0;1;0;"Andrws Vieira; Pedro H. Faustini; Carro, L.; Érika Fernandes Cota";Sim
Conferência;2015;A1;Andrws Aires Vieira;NFRs Early Estimation Through Software Metrics;Design, Automation and Test in Europe Conference and Exhibition;4;3;0;0;0;"Andrws Aires Vieira; Pedro Faustini;  Luigi Carro; Érika Cota";Sim
Periódico;2015;A2;Edson Prestes e Silva Júnior;2015 Humanitarian Robotics and Automation Technology Challenge [Humanitarian Technology];IEEE Robotics & Automation Magazine;10;1;1;0;0;"Raj Madhavan:; Lino Marques; Edson Prestes e Silva Júnior; Renan Maffei; Vitor A. M. Jorge; Gonçalo Cabrita; Renata Neuland; Baptiste Gil; Sedat Dogru; Prithviraj Dasgupta";Não
Periódico;2015;B1;Sergio Bampi;Special issue: Highlights from the flagship Latin American Symposium on Circuits and Systems: selected papers from LASCAS 2013;Analog Integrated Circuits and Signal Processing;3;1;0;0;0;"SILVA-CARDENAS, CARLOS; ALARCÓN, EDUARD; Sergio Bampi";Não
Conferência;2015;A2;Antonio Marinho Pilla Barcellos;Off the Wire Control: Improving the Control Plane Resilience through Cellular Networks;IEEE International Conference on Communications;3;1;0;1;1;"Tobias Bignol Petry; Rafael da Fonte Lopes da Silva; Antonio Marinho Pilla Barcellos";Sim
Periódico;2015;B1;Philippe Olivier Alexandre Navaux;On the energy efficiency and performance of irregular application executions on multicore, NUMA and manycore platforms;Journal of Parallel and Distributed Computing (Print);7;1;0;0;0;"FRANCESQUINI, EMILIO; CASTRO, MÁRCIO; PENNA, PEDRO H.; DUPROS, FABRICE; FREITAS, HENRIQUE C.; Philippe Olivier Alexandre Navaux; MÉHAUT, JEAN-FRANÇOIS";Sim
Conferência;2015;A1;Antonio Carlos Schneider Beck Filho;On the Influence of Static Power Consumption in Multicore Embedded Systems;IEEE International Symposium on Circuits and Systems;2;1;1;0;0;"Arthur Francisco Lorenzon; Antonio Carlos Schneider Beck Filho";Sim
Conferência;2015;A1;Arthur Francisco Lorenzon;On the Influence of Static Power Consumption in Multicore Embedded Systems;IEEE International Symposium on Circuits and Systems;3;2;0;0;0;"Arthur Francisco Lorenzon; CERA, Márcia C.; SCHNEIDER BECK, ANTONIO CARLOS";Sim
Conferência;2015;-;Carlos Eduardo Pereira;On the Integration of Intelligent Maintenance and Spare Parts Supply Chain Management;IFAC Symposium on Information Control Problems in Manufacturing - (INCOM);7;1;0;0;0;"HELLINGRATH, B.; Carlos Eduardo Pereira; Danúbia Bueno Espíndola; Enzo Morosini Frazzon; Ann-Kristin Cordes; Philipp Saalmann; Marcos Zuccolotto";Sim
Periódico;2015;-;Renato Perez Ribas;Factored Forms for Memristive Material Implication Stateful Logic;IEEE Journal on Emerging and Selected Topics in Circuits and Systems;5;2;1;0;0;"MARRANGHELLO, FELIPE S.; CALLEGARO, VINICIUS; MARTINS, MAYLER G. A.; REIS, ANDRE I.; Renato Perez Ribas";Não
Periódico;2015;A2;Luciana Salete Buriol;On the minimization of traffic congestion in road networks with tolls;Annals of Operation Research;7;2;0;0;0;"STEFANELLO, F.; Luciana Salete Buriol; Michael J. Hirsch; Panos M. Pardalos; Tania Querido; RESENDE, M. G. C.; RITT, M.";Sim
Periódico;2015;A2;Marcus Rolf Peter Ritt;On the minimization of traffic congestion in road networks with tolls;Annals of Operation Research;7;2;0;0;0;"Fernando Stefanello; Luciana S. Buriol; Hirsch, Michael J.; Panos Pardalos; Tania Querido; Mauricio G. C. Resende; Marcus Rolf Peter Ritt";Sim
Periódico;2015;B2;Joel Luis Carbonera;Ontological analysis for information integration in geomodeling;Earth Science Informatics (Print);3;1;0;0;0;"ABEL, MARA; PERRIN, MICHEL; Joel Luis Carbonera";Sim
Periódico;2015;B2;Mara Abel;Ontological analysis for information integration in geomodeling;Earth Science Informatics (Print);3;1;0;0;0;"Mara Abel; PERRIN, MICHEL; CARBONERA, JOEL LUIS";Sim
Conferência;2015;-;Mara Abel;Ontology and glossaries: A method to deploy data governance focussing on key business concepts;Data Governance Conference Europe 2015 & Master Data Management Summit Europe;3;1;0;0;0;"Dean Pereira de Melo; Mara Abel; Joel Luis Carbonera";Sim
Conferência;2015;-;Joel Luis Carbonera;Ontology and glossaries: A method to deploy data governance focussing on key business concepts;Data Governance Conference Europe 2015 & Master Data Management Summit Europe 2015;3;1;0;0;0;"Dean Pereira de Melo; ABEL, MARA; Joel Luis Carbonera";Sim
Conferência;2015;B1;José Palazzo Moreira de Oliveira;Ontology Network Definition for Motivational Interviewing Learning Driven by Semantic Context-Awareness;IEEE Symposium on Computer-Based Medical Systems;4;1;1;0;0;"Vinícius Maran; Ricardo Pietrobon; Iara Augustin; José Palazzo Moreira de Oliveira";Sim
Conferência;2015;-;Andre Inacio Reis;Open Cell Library in 15nm FreePDK Technology;the 2015 Symposium;7;2;1;0;0;"MARTINS, MAYLER; MATOS, JODY MAICK; RIBAS, RENATO P.; Andre Inacio Reis; SCHLINKER, GUILHERME; RECH, LUCIO; MICHELSEN, JENS";Sim
Conferência;2015;A2;Jody Maick Araujo de Matos;Open Cell Library in 15nm FreePDK Technology;ACM International Symposium on Physical Design;7;2;0;0;0;"Mayler Martins; Jody Maick Araujo de Matos; Renato Peres Ribas; REIS, ANDRE; Guilehrme Schlinker; Lucio Rech; Jens Michelsen";Sim
Conferência;2015;A2;Renato Perez Ribas;Open Cell Library in 15nm FreePDK Technology;ACM International Symposium on Physical Design;7;2;1;0;0;"Mayler G. A. Martins; Jody Maick Matos; Renato Perez Ribas; Andre Inacio Reis; Guilherme Schilinker; Lúcio Rech; Jens Michelsen";Sim
Conferência;2015;-;Dante Augusto Couto Barone;Open source educational robotics: evaluating technologies for school students;European Association for Education in Eletrical and Information Engineering - EAEEIE;3;1;0;0;0;"Lucas E.P. MIZUSAKI; Dante Augusto Couto Barone; Ana Carolina Ribeiro Ribeiro";Sim
Periódico;2015;A2;Luciano Paschoal Gaspary;Opportunistic resilience embedding (ORE): Toward cost-efficient resilient virtual networks;Computer Networks (1999);7;2;2;0;0;"OLIVEIRA, RODRIGO R.; MARCON, DANIEL S.; BAYS, LEONARDO R.; NEVES, MIGUEL C.; Luciano Paschoal Gaspary; BARCELLOS, MARINHO P.; Deep Medhi";Sim
Periódico;2015;A2;Antonio Marinho Pilla Barcellos;Opportunistic resilience embedding (ORE): Toward cost-efficient resilient virtual networks;Computer Networks (1999);7;4;0;0;0;"OLIVEIRA, RODRIGO R.; MARCON, DANIEL S.; BAYS, LEONARDO R.; NEVES, MIGUEL C.; GASPARY, LUCIANO P.; Antonio Marinho Pilla Barcellos; MEDHI, DEEP";Sim
Periódico;2015;A2;Miguel Cardoso Neves;Opportunistic resilience embedding (ORE): Toward cost-efficient resilient virtual networks;Computer Networks (1999);7;2;2;0;0;"OLIVEIRA, RODRIGO R.; MARCON, DANIEL S.; BAYS, LEONARDO R.; Miguel Cardoso Neves; GASPARY, LUCIANO P.; MEDHI, DEEP; BARCELLOS, MARINHO P.";Sim
Conferência;2015;A1;Ana Lucia Cetertich Bazzan;Optimal Electric Vehicle Charging Station Placement;Conference on Artificial Intelligence;5;1;0;0;0;"Yanhai Xiong; Jiarui Gan; Bo An; Chunyan Miao; Ana Lucia Cetertich Bazzan";Sim
Periódico;2015;-;Marcus Rolf Peter Ritt;Optimal Sokoban solving using pattern databases with specific domain knowledge;Artificial Intelligence (General Ed.);3;2;0;0;0;"PEREIRA, ANDRÉ G.; Marcus Rolf Peter Ritt; Buriol, Luciana S.";Sim
Periódico;2015;-;Luciana Salete Buriol;Optimal Sokoban solving using pattern databases with specific domain knowledge;Artificial Intelligence;3;2;0;0;0;"PEREIRA, ANDRÉ G.; Marcus Rolf Peter Ritt; Luciana Salete Buriol";Sim
Conferência;2015;B1;Anderson Luiz Sartor;Optimized Use of Parallel Programming Interfaces in Multithreaded Embedded Architectures;IEEE Computer Society Annual Symposium on VLSI;4;1;2;0;0;"Arthur Francisco Lorenzon; Anderson Luiz Sartor; Marcia Cristina Cera; Antonio Carlos Schneider Beck Filho";Sim
Conferência;2015;B1;Antonio Carlos Schneider Beck Filho;Optimized Use of Parallel Programming Interfaces in Multithreaded Embedded Architectures;IEEE Computer Society Annual Symposium on VLSI;4;1;2;0;0;"Arthur Francisco Lorenzon; Anderson Sartor; Márcia Cristina Cera; Antonio Carlos Schneider Beck Filho";Sim
Conferência;2015;A1;Ricardo Augusto da Luz Reis;Gate Sizing and Threshold Voltage Assignment for High Performance Microprocessor Designs;Design Automation Conference;3;1;0;0;0;"REIMANN, Tiago; Cliff Sze; Ricardo Augusto da Luz Reis";Não
Conferência;2015;-;Lucas Mello Schnorr;Otimização do Formato Pajé usando Arquivos Binários;WORKSHOP DE INICIAÇÃO CIENTÍFICA EM ARQUITETURA DE COMPUTADORES E COMPUTAÇÃO DE ALTO DESEMPENHO (WSCAD-WIC);2;1;0;0;0;"Vinícius Alves Herbstrith; Lucas Mello Schnorr";Sim
Conferência;2015;B5;Matheus da Silva Serpa;Otimizando a Execução de uma Aplicação de Dinâmica dos Fluidos para GPUs;Escola Regional de Alto Desempenho;2;0;0;1;0;"Matheus da Silva Serpa; Claudio Schepke";Sim
Conferência;2015;A1;Renan de Queiroz Maffei;Ouroboros: using potential field in unexplored regions to close loops;IEEE International Conference on Robotics and Automation;7;4;0;0;0;"Vitor Augusto Machado Jorge; Renan de Queiroz Maffei; Guilherme Schvarcz Franco; Jéssica Daltrozo Barbosa; Mariane Teixeira Giambastiani; Mariana Ludertiz Kolberg; Edson Prestes e Silva Junior";Sim
Conferência;2015;A1;Mariana Luderitz Kolberg;Ouroboros: using potential field in unexplored regions to close loops;IEEE International Conference on Robotics and Automation;7;2;2;1;0;"Vitor Jorge; Renan Maffei; Guilherme Franco; Jessica Barbosa; Mariane Giambastiani; Mariana Luderitz Kolberg; Edson Prestes";Sim
Conferência;2015;A1;Edson Prestes e Silva Júnior;Ouroboros: using potential field in unexplored regions to close loops;IEEE International Conference on Robotics and Automation;7;2;0;0;0;"Vitor A. M. Jorge; Renan Maffei; Guilherme Franco; Jessica Barbosa; Mariane Giambastiani; Mariana Luderitz Kolberg; Edson Prestes e Silva Júnior";Sim
Conferência;2015;B5;Ricardo Augusto da Luz Reis;Overhead for Independent Net Approach for Global Routing;IEEE Latin American Symposium on Circuits and Systems - LASCAS;3;1;0;0;0;"Diego Tumelero; BONTORIN, GUILHERME; Ricardo Augusto da Luz Reis";Sim
Conferência;2015;B5;Lucas Mello Schnorr;Paralelismo na linguagem Haskell;Escola Regional de Alto Desempenho;3;1;0;0;0;"Vagner Franco Pereira; Rodrigo Machado; Lucas Mello Schnorr";Sim
Conferência;2015;B4;Ricardo Augusto da Luz Reis;Paralelismo no Roteamento Global de Circuitos VLSI: Estado da Arte;Workshop Iberchip;4;1;0;0;0;"Diego Tumelero; Vitor Bandeira; BONTORIN, GUILHERME; Ricardo Augusto da Luz Reis";Sim
Conferência;2015;-;Jean Luca Bez;Parallel Storage Devices Profiling with SeRRa;14º WPerformance - XIV Workshop em Desempenho de Sistemas Computacionais e de Comunicaçã;6;1;1;1;0;"Vinícius R. Machado; Francieli Zanon Boito; Rodrigo Virote Kassick; Jean Luca Bez; Philippe Olivier Alexandre Navaux; Yves Denneulin";Sim
Conferência;2015;A1;Philippe Olivier Alexandre Navaux;Partial coscheduling of virtual machines based on memory access patterns;ACM Symposium on Applied Computing;5;1;0;0;0;"BUSSE, ANSELM; SCHÖNHERR, JAN H.; DIENER, MATTHIAS; Philippe Olivier Alexandre Navaux; HEIß, HANS-ULRICH";Sim
Conferência;2015;B4;Álvaro Freitas Moreira;Permanent Fault Detection and Diagnosis in the Lightweight Dual Modular Redundancy Architecture;Latin-American Test Symposium (LATS);7;2;0;0;0;"FERREIRA, RONALDO; Ernesto Sanches; DA ROLT, JEAN; NAZAR, GABRIEL; Álvaro Freitas Moreira; CARRO, LUIGI; Matteo sonza Reorda";Sim
Conferência;2015;B4;Gabriel Luca Nazar;Permanent fault detection and diagnosis in the lightweight dual modular redundancy architecture;IEEE Latin American Test Workshop;7;3;0;0;0;"Ronaldo Rodrigues Ferreira; SANCHEZ, ERNESTO; Jean da Rolt; Gabriel Luca Nazar; Álvaro Freitas Moreira; Luigi Carro; REORDA, MATTEO SONZA";Sim
Periódico;2015;-;Ricardo Augusto da Luz Reis;Physical design automation of transistors network;Microelectronic Engineering;2;1;0;0;0;"ZIESEMER, ADRIEL MOTA; Ricardo Augusto da Luz Reis";Sim
Conferência;2015;-;Mariana Recamonde Mendoza;Physiologic cardiac hypertrophy in mice reduces mRNA levels of myostatin and autophagy genes;Basic Cardiovascular Science 2015;9;0;0;0;0;"Graziella Hunning Pinto; Michael Everton Andrades; Carolina Cohen; Nidiane Carla Martinelli; Santiago Alonso Tobar Leitão; Mariana Recamonde Mendoza; Luis Eduardo Paim Rohde; Nadine Clausell; Andréia Biolo";Sim
Conferência;2015;B1;Luciana Salete Buriol;Piecing Together the NFV Provisioning Puzzle: Efficient Placement and Chaining of Network Functions;IFIP/IEEE International Symposium on Integrated Network Management;5;2;1;0;0;"Marcelo Luizelli; Leonardo Richter Bays; Marinho Barcellos; Luciana Salete Buriol; Luciano Gaspary";Sim
Conferência;2015;B1;Luciano Paschoal Gaspary;Piecing Together the NFV Provisioning Puzzle: Efficient Placement and Chaining of Virtual Network Functions;IFIP/IEEE International Symposium on Integrated Network Management;5;3;2;0;0;"Marcelo Caggiani Luizelli; Leonardo Richter Bays; Luciana Salete Buriol; Marinho Pilla Barcellos; Luciano Paschoal Gaspary";Sim
Conferência;2015;B1;Marcelo Caggiani Luizelli;Piecing Together the NFV Provisioning Puzzle: Efficient Placement and Chaining of Virtual Network Functions;IFIP/IEEE International Symposium on Integrated Network Management;5;4;0;0;0;"Marcelo Caggiani Luizelli; BAYS, LEONARDO RICHTER; BURIOL, LUCIANA SALETE; Marinho Pilla Barcellos; Luciano Paschoal Gaspary";Sim
Conferência;2015;B1;Antonio Marinho Pilla Barcellos;Piecing Together the NFV Provisioning Puzzle: Efficient Placement and Chaining of Virtual Network Functions;IFIP/IEEE International Symposium on Integrated Network Management;5;3;2;0;0;"Marcelo Caggiani Luizelli; Leonardo Richter Bays; Luciana Salete Buriol; Antonio Marinho Pilla Barcellos; Luciano Paschoal Gaspary";Sim
Conferência;2015;B2;Andre Inacio Reis;Placed AIGs as a Logical-Physical Data-Structure for VLSI Circuit Design;International Workshop on Logic and Synthesis;2;1;1;0;0;"Jody Maick Araujo de Matos; Andre Inacio Reis";Sim
Conferência;2015;B1;Alberto Egon Schaeffer Filho;Policy Authoring for Software-Defined Networking Management;IFIP/IEEE International Symposium on Integrated Network Management;4;2;0;0;0;"Cristian Cleder Machado; Juliano Araujo Wickboldt; Lisandro Zambenedetti Granville; Alberto Egon Schaeffer Filho";Sim
Conferência;2015;B1;Lisandro Zambenedetti Granville;Policy authoring for software-defined networking management;IFIP/IEEE International Symposium on Integrated Network Management;4;2;0;0;0;"MACHADO, CRISTIAN CLEDER; Wickboldt, Juliano Araujo; Lisandro Zambenedetti Granville; SCHAEFFER-FILHO, ALBERTO";Sim
Conferência;2015;-;Márcio Dorn;Predição de estrutura tridimensional de proteínas utilizando Enxame de Partículas;XXVI Salão de Iniciação Científica da UFRGS;2;1;0;0;0;"Mariel Barbachan e Silva; Márcio Dorn";Sim
Conferência;2015;B1;Antonio Marinho Pilla Barcellos;Predictor: providing fine-grained management and predictability in multi-tenant datacenter networks;IFIP/IEEE International Symposium on Integrated Network Management;2;1;1;0;0;"Daniel Stefani Marcon; Antonio Marinho Pilla Barcellos";Sim
